id,name,2019,2020,2021,2022,2023,2024
5ff8ea44-eade-441a-a4c0-a60adbeac45c,Wyższa Szkoła Biznesu w Gorzowie Wlkp.,85,76,104,111,103,104
25ba77fe-40e2-4e29-8141-0ec81d91ba37,Wyższa Szkoła Humanistyczna im. Króla Stanisława Leszczyńskiego w Lesznie,454,423,356,328,280,267
b9077c2b-bf8c-4a65-8356-b7e4a6e99e7e,Wyższa Szkoła Turystyki i Języków Obcych w Warszawie,420,383,590,364,167,
9fa570d5-11dc-4131-b96a-44ad1aa60c28,Akademia Wymiaru Sprawiedliwości,50,149,322,547,758,911
df584ad3-5474-4618-812a-2e10b03b48c0,Akademia Tarnowska,3778,3761,3858,3605,3461,3788
b47e258b-17cf-4751-a6f4-7e2d5a86b121,Wyższa Szkoła Filologiczna we Wrocławiu,1816,,,,,
fea43f3f-0e69-4f13-aaa3-d651e479abf8,Akademia Sztuki Wojennej,2967,2739,2566,2242,2379,2587
1a43aa07-da9c-4574-826a-58b1969d80d3,Akademia Techniczno-Informatyczna w Naukach Stosowanych,1016,921,843,614,701,404
82d9ae49-c04f-4383-a846-9f1091a57cfa,Uniwersytet Opolski,7731,9148,9156,8869,8719,8877
6abe511c-ca82-46e7-95cb-21700be01a4e,Wyższa Szkoła Nauk Prawnych  i Administracji im. Leona Petrażyckiego z siedzibą w Wołominie,11,,,,,1
f52e68ce-dec2-43cf-a874-16b7005d6932,Uniwersytet Morski w Gdyni,4015,3997,3587,3484,3539,3644
1c2de046-5c42-44fc-943c-50ac63cf38a5,Akademia Nauk Stosowanych Stefana Batorego,1077,1000,956,945,918,939
7dc0f0f4-e96f-4ed2-8a56-5487bf03add4,Wyższa Szkoła Artystyczna w Warszawie,276,305,281,260,217,152
a4b9d6e6-b8d6-4a7c-b151-5100375fcb7d,Akademia Nauk Społecznych i Medycznych w Lublinie - Akademia Nauk Stosowanych,700,888,1007,1119,1119,1152
4f0b8508-9253-49ee-acc6-f5ff47c4660d,Akademia Nauk Stosowanych we Wrocławiu,237,328,416,436,664,1096
b3bb5ead-3f26-4467-8a96-2bc0aec0bd3c,Wyższa Szkoła Społeczno-Gospodarcza,350,501,559,575,691,840
1abc79a8-1f2c-47cc-8390-3ca28feb94c4,Wszechnica Polska Akademia Nauk Stosowanych w Warszawie,1233,1292,1314,1161,917,702
b5db43b9-b076-4a54-8075-1642b7c9fe89,Uniwersytet Śląski w Katowicach,21107,21017,20335,19455,18263,17978
d4b81d89-be0f-4d61-90a1-c95adbe8c0a1,Wyższa Szkoła Medyczna w Legnicy z siedzibą w Legnicy,331,328,361,308,343,402
1ae24be8-cdc4-4a46-b7b3-eed283b003c9,Nadbużańska Szkoła Wyższa im. Marka J. Karpia w Siemiatyczach,89,88,91,83,67,58
a53b78b5-44b6-4e93-8166-90ed8b5c92e3,Uczelnia Lingwistyczno-Techniczna w Przasnyszu,197,263,367,400,515,515
03efdf96-e26e-4489-82d4-20dbf57e29f8,Akademia Sztuk Pięknych im. Eugeniusza Gepperta we Wrocławiu,1120,1129,1159,1210,1200,1247
2ff39b76-57fd-45dc-857e-c9c18946c2a7,Podkarpacka Szkoła Wyższa im. bł. ks. Władysława Findysza w Jaśle,323,313,308,258,240,228
becb0b4c-82d4-43a3-8673-2e07bf987463,Uniwersytet Rolniczy im. Hugona Kołłątaja w Krakowie,7961,7759,7459,7005,6701,6485
d2b78be5-640c-4efd-870a-a0e84067d609,Politechnika Śląska,18080,17530,16434,15678,15600,16483
5714bcce-ef38-47d5-a3f2-52ada93b82bf,Państwowa Akademia Nauk Stosowanych w Nysie,1770,1758,1802,1778,1767,1818
79b57e33-7ba4-457b-9a4d-a6c456d536c2,"Wyższa Szkoła Zarządzania ""Edukacja"" we Wrocławiu",886,705,611,524,490,339
e8c292f9-7b79-4d42-8480-d0c7f7a5787b,Uniwersytet Kaliski im. Prezydenta Stanisława Wojciechowskiego,2798,2781,2907,2898,2856,3112
7f12f268-786f-4504-9a3a-44afff1ba65c,Uniwersytet Medyczny w Białymstoku,5284,5494,5705,5788,5930,6074
b3955b46-9131-4d9e-a268-dcb6a082296e,Państwowa Akademia Nauk Stosowanych w Głogowie,689,554,570,549,469,435
1c5fb903-cc43-44b8-8331-af6cb635dea0,Uniwersytet Ekonomiczny w Katowicach,8045,7710,7890,7735,8050,8105
18711a61-b8cc-4cb5-97c3-893045eff81e,Uniwersytet Medyczny im. Piastów Śląskich we Wrocławiu,6324,6372,6243,6167,6368,6538
db46d396-2d15-4421-801c-e9db04debfb2,Uniwersytet Jana Długosza w Częstochowie,4883,5308,5383,5359,5631,6091
cda93a67-5464-42e6-853b-d2666a5f7e41,Akademia Muzyczna im. Karola Lipińskiego we Wrocławiu,607,588,594,588,585,582
e59bcbe2-3973-411f-90f4-ab1fa4cf09fb,Państwowa Uczelnia Zawodowa im. prof. Edwarda F. Szczepanika w Suwałkach,1307,1257,1252,1249,1343,1371
a552e574-34c1-4df9-930b-a54b06f25b97,Akademia Sztuk Teatralnych im. Stanisława Wyspiańskiego w Krakowie,469,489,484,479,485,505
ce4dd171-ea6a-4e21-9982-6181689f7c0e,Sopocka Akademia Nauk Stosowanych,1193,1147,1301,1291,1239,1262
3fa8a5bb-a2e7-455d-8a1e-1f71ed0d992a,Uniwersytet Mikołaja Kopernika w Toruniu,20598,19995,18333,17878,17807,17841
0d921f22-76ea-4e9f-a516-0e94ccc9043b,Warszawska Uczelnia Medyczna im. Tadeusza Koźluka,372,526,960,1518,2036,2312
b55015fe-e8d1-4004-bbdf-657170cf34d7,Wyższa Szkoła Komunikacji i Zarządzania,39,40,64,87,113,437
3376d56e-d80c-4b7c-96dd-5bfe4714e1c2,Akademia WIT w Warszawie,2895,2944,2946,2833,2582,2319
12ae5252-c01f-4b3f-9c35-20ae5ed12882,Wyższa Szkoła Nauk Stosowanych w Rudzie Śląskiej,327,417,561,578,566,545
bdc301bb-ee57-4bc4-9cfa-60a32f83d73f,Akademia Nauk Stosowanych im. Haliny Konopackiej w Pruszkowie,636,651,729,735,734,696
ce192410-f971-477b-8451-69e8d63b5f18,Akademia Nauk Stosowanych w Elblągu,1279,1186,1064,998,1173,1280
e45fc816-fbf4-4e46-adfa-89c07c084f45,Akademia Pedagogiki Specjalnej im. Marii Grzegorzewskiej,4758,4588,4528,4238,3989,4183
686f6353-0d20-4987-8529-3877312abdd4,Wyższa Szkoła Europejska im. Ks. Józefa Tischnera w Krakowie,1374,1334,1397,1339,1172,
7f2bba9e-5ee8-4e5b-ae07-fa7b41f9f2f6,Pedagogium Wyższa Szkoła Nauk Społecznych w Warszawie,523,274,138,105,132,81
8c8aabb6-fc72-4e4e-bb15-218703aa9f43,Politechnika Opolska,5834,5478,4991,4620,4607,4781
77de6eec-1f71-4363-bea7-e4287d49e1da,Szkoła Wyższa im. Pawła Włodkowica w Płocku,2189,1891,1782,1643,1535,1570
ad77ae28-a912-4f87-8be3-40ac466442c8,Politechnika Bydgoska im. Jana i Jędrzeja Śniadeckich,6090,5885,5645,5347,5334,5570
3c4e0083-e15f-494e-a1b8-78e074b4dc7b,Lubelska Szkoła Wyższa w Rykach,149,148,150,119,152,216
f8d0b933-97be-4910-b110-2b76fc6198f6,Akademia Wojsk Lądowych imienia generała Tadeusza Kościuszki,694,535,494,431,356,316
cd474cbb-d4ba-4475-b0d0-580f5f2e17ef,Śląski Uniwersytet Medyczny w Katowicach,10302,10267,10237,10235,10184,10211
ab29ae16-9077-4d41-b9e8-7cdf29878942,Wyższa Szkoła Zarządzania i Bankowości w Krakowie,2677,2945,2941,3032,3333,3430
fa448bd2-74d9-47de-b11b-eba7e1938d12,Politechnika Łódzka,13507,12377,11283,10593,10227,10488
057263c7-3a3a-440f-a777-582f024f39a5,Wyższa Szkoła Informatyki i Zarządzania w Bielsku-Białej,193,196,199,188,204,209
7239e7b0-ee36-47b3-a0bf-782dbf37389b,Uczelnia WSB Merito w Warszawie,2905,5255,8026,9460,,
5cbf40a5-45c0-4f7d-866b-89a967f5887a,Warszawska Uczelnia Ekonomiczna,402,337,415,467,396,1468
9948021a-d4a1-4f4f-946c-630504be6302,"Wyższa Szkoła Bezpieczeństwa Publicznego i Indywidualnego ""Apeiron"" w Krakowie",784,841,892,917,761,689
ef230b33-8df7-45bc-808f-764bda982c6c,Wyższa Szkoła Technik Komputerowych i Telekomunikacji w Kielcach,46,40,36,37,48,64
704c9ddd-ef4d-40de-999b-b7a7f99244f5,Akademia Nauk Stosowanych - Wyższa Szkoła Zarządzania i Administracji w Opolu,1630,1738,1624,2670,2022,1923
91934ff1-e070-4adf-962d-7c54e52941fc,Collegium Balticum - Akademia Nauk Stosowanych z siedzibą w Szczecinie,983,1079,976,919,1194,1484
1845b92b-07f4-40a3-9afb-27235ab69d60,Uniwersytet WSB Merito w Toruniu,9303,10362,10549,12023,11847,11719
64e2ce23-5059-4220-ae35-ffc11bebc077,Wyższa Szkoła Medyczna w Sosnowcu,830,822,1099,1460,1761,1938
8395c169-9930-4090-acb2-320b9203f249,Uniwersytet WSB Merito we Wrocławiu,15651,17815,18171,18288,18616,19462
6f4fea5f-a60e-4552-bb98-f93b9f23ad67,Wyższa Szkoła Zawodowa Łódzkiej Korporacji Oświatowej w Łodzi z siedzibą w Łodzi w likwidacji,2,,,,,
98bc3a1e-ad8a-4713-be5a-2e66d2a67e41,Akademia Jagiellońska w Toruniu,823,715,615,619,750,783
7378cc77-2cc5-4298-842e-0fbd617ea784,Wyższa Szkoła Ekonomiczna z siedzibą w Stalowej Woli,44,40,6,4,20,63
bafdd534-9afd-4d8d-9412-30dc2d48ab6b,Akademia im. Jakuba z Paradyża,1782,1856,2015,1970,1780,1818
6ff89762-39dd-4a92-87a7-0737f72f3bb7,Wyższa Szkoła Inżynierii i Zdrowia w Warszawie,2448,2577,2612,2510,2346,2119
ae5d54c3-3056-46c2-84ba-ffa1f90281c7,Koszalińska Wyższa Szkoła Nauk Humanistycznych w Koszalinie,141,133,131,103,143,189
2caf49c8-c982-4873-9175-a3fb2ca1ce99,Politechnika Poznańska,15456,14997,14687,14425,14089,14236
35bdf5a0-c4e2-4ae5-8ac3-0e449b57baba,Uniwersytet Ekonomiczny w Krakowie,13187,12158,11992,13006,14827,16354
25d2b5fe-670f-4f7c-85d1-342e554aa52c,Wyższa Szkoła Straży Granicznej,,,,,,84
803bfb3c-0bc2-4435-9e99-51b0a0c11e28,Akademia Podlaska w Białymstoku - Akademia Nauk Stosowanych,743,799,893,1039,1178,1291
3528f13c-3c3b-48e0-964e-f345cf9264b3,Wyższa Szkoła Stosunków Międzynarodowych i Amerykanistyki w Warszawie,459,411,350,278,193,200
5a73a57e-4f35-48f6-b473-e750b9ed2816,Wyższa Szkoła Umiejętności Społecznych im. prof. Michała Iwaszkiewicza,949,956,770,654,666,729
a186b58f-4251-4065-aedb-60818d9d2e26,WSHIU Akademia Nauk Stosowanych,793,888,817,964,839,768
c9fad99a-1267-48c1-88e3-47edca7ee8a2,Akademia Nauk Stosowanych w Wałczu,459,519,485,465,474,469
eea34b38-b88c-44b7-acb1-5c9a8a9f7d66,Akademia Wychowania Fizycznego Józefa Piłsudskiego w Warszawie,4102,4132,4008,4122,4056,4078
00b41c94-8430-4d56-8b32-7e8b2eff9516,Wyższa Szkoła Administracji Publicznej w Kielcach,72,71,76,73,71,66
aa69eae5-1296-44b5-a653-35ee629fd91e,Warszawska Wyższa Szkoła Biznesu z siedzibą w Warszawie,174,479,727,895,1025,
4bb3d641-64ed-4787-abbf-6b35a76177c8,Warszawska Szkoła Filmowa z siedzibą w Warszawie,765,876,876,753,806,785
ab10bc52-ae3d-43c0-a564-f9717a5abf32,Europejska Akademia Medycznych i Społecznych Nauk Stosowanych,1466,1294,1187,1371,1239,1144
7b1ecf5e-1c1d-40d0-91a9-cbde801c4409,Akademia Bialska im. Jana Pawła II,2149,2106,1939,1891,1911,1908
5d6c2944-921b-45cb-afa3-d2518eeabac7,Uniwersytet Ekonomiczny we Wrocławiu,10636,10183,9462,8817,8874,9258
c7c10a2a-f381-4dc2-8511-53400ceb4a90,Szkoła Główna Handlowa w Warszawie,11053,10181,9718,9619,9399,9744
af32eca7-f9f5-4c81-a06f-b6fd7597c607,Państwowa Akademia Nauk Stosowanych w Koszalinie,695,715,754,659,644,623
b8378660-1504-42e6-9e89-fd4a860e1499,Wojskowa Akademia Techniczna im. Jarosława Dąbrowskiego,5690,5568,5293,4839,4867,4981
aa3c4635-ddb3-465a-b158-2256e5823248,Wyższa Szkoła Administracji i Biznesu im. Eugeniusza Kwiatkowskiego w Gdyni,2866,3421,3767,3335,3613,3446
15e4e44d-34fd-4bea-b4e0-967eb415adaf,Wyższa Szkoła Informatyki i Umiejętności w likwidacji,963,692,260,404,2,2
ea1761e0-822e-47a7-85b4-2c7ca4a76dd2,Wyższa Szkoła Planowania Strategicznego w Dąbrowie Górniczej,2959,3151,3481,3825,3124,2365
1cdeb0b0-d2cb-4790-b753-32804af5202f,Akademia Muzyczna im. Grażyny i Kiejstuta Bacewiczów w Łodzi,852,865,839,807,778,812
7fe045d3-8e37-4760-b8db-075f13a6dce9,Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie,9325,9379,9383,9750,10069,10280
74d29294-949c-49c6-9c66-3eb59caab23a,Śląska Wyższa Szkoła Medyczna w Katowicach,2034,1867,1881,1517,1152,849
dbdda9a7-f6f7-44e8-af1d-9863e2256ca3,Politechnika Wrocławska,24557,23535,22822,21881,20875,20287
63374761-1ae0-43c0-9fa0-dd7d530ea4ab,Politechnika Rzeszowska im. Ignacego Łukasiewicza,12008,11259,10534,10335,10695,11208
4ab10dcb-1c97-4a34-94a6-70107b058fd0,Akademia Śląska,1528,1696,2047,2482,2902,3445
353b30e9-139c-4c24-88fc-ad6c53b4f600,Bydgoska Szkoła Wyższa w Bydgoszczy,1685,1358,1367,1187,1130,1032
830f0560-3a72-4201-8db5-201dfd9bbfa4,"Uczelnia Łukaszewski ",68,63,66,135,169,231
f57eaa80-c7eb-4bdc-9019-d15ca95543bc,Wyższa Szkoła Prawa i Administracji Rzeszowska Szkoła Wyższa z siedzibą w Rzeszowie,3445,3189,3183,2874,2531,2538
51310d3f-60fd-43e1-a210-07d090082219,Akademia Wychowania Fizycznego im. Jerzego Kukuczki w Katowicach,2760,3019,2715,2622,2761,2998
ec350f5d-92f2-4330-8a2a-fad2afd96221,Wyższa Szkoła Logistyki w Poznaniu,2615,2480,2448,2106,2005,1682
8247bc1c-0816-4f78-881f-c8cf81f5380b,Akademia Nauk Stosowanych WSGE im. A. De Gasperi w Józefowie,1759,1164,1195,1138,1062,1240
2756d404-6a20-42f0-bc1a-f3d49c6a46f4,Akademia Zamojska,782,691,849,1084,1038,1144
1baf62ae-f22b-47be-95f3-4dec203aa376,Europejska Uczelnia Społeczno-Techniczna im. Roberta Schumana,266,206,246,250,284,546
16c5effe-6984-49ad-a93f-80cb3b23d985,Wyższa Szkoła Zarządzania Ochroną Pracy w Katowicach,1617,1642,1585,1287,1271,1293
2f768632-d391-4250-9ee0-d7e5fcbba3a0,Wyższa Szkoła Zawodowa Ochrony Zdrowia TWP w Łomży z siedzibą w Łomży,12,38,68,96,96,91
58dcc6b4-cc40-4c1f-ad2d-46bc7fa9f3b5,Akademia Górnośląska im. Wojciecha Korfantego w Katowicach,2430,2773,3111,3200,3040,3058
15570eb2-05ce-4f28-81b9-ad0121b5df35,Prywatna Wyższa Szkoła Ochrony Środowiska w Radomiu,424,316,184,202,133,74
d8ce144a-93fb-4475-95d8-94e322e3a8fb,Menedżerska Akademia Nauk Stosowanych w Warszawie,3635,3710,3174,3084,2906,2644
7203d28b-7d92-455c-94ff-ee0b530db315,Wyższa Szkoła Techniczno-Ekonomiczna w Szczecinie w likwidacji z siedzibą w Szczecinie,107,,,,,
0d16bad6-cc0e-4988-abb6-eb9828204ef5,Akademia Nauk Stosowanych im. prof. Edwarda Lipińskiego w Kielcach,2663,2521,2650,2655,2586,2865
531b16f4-0438-48ca-9943-e5d0d98eaa72,Papieski Wydział Teologiczny we Wrocławiu,463,421,378,319,304,256
c5418c63-337f-479d-abdb-269833bcd0b0,Wielkopolska Akademia Społeczno - Ekonomiczna w Środzie Wielkopolskiej - Akademia Nauk Stosowanych,1072,1305,1496,1420,1350,1171
a013df22-d5c5-4871-849c-69e8c6e7e912,Uniwersytet Marii Curie-Skłodowskiej w Lublinie,19063,18244,16937,15742,15599,16414
c29b20aa-6972-4dae-a597-dd738697cfa5,Wyższa Szkoła Lingwistyczna w Częstochowie,505,579,724,752,689,646
d2d5f7a9-7583-4415-a4b9-516367b9efcb,Gdański Uniwersytet Medyczny,5880,6186,6270,6365,6606,6729
bc05e3e9-35c4-47a4-be34-d13dd35fd0bf,Uniwersytet Przyrodniczy w Lublinie,7330,7357,7093,6705,6371,6195
4420afd1-4c28-4304-a00c-304e36a1c4aa,VIAMODA Szkoła Wyższa z siedzibą w Warszawie,177,171,180,198,257,299
e8d7b77e-388f-4bb6-a42b-0d3e6844b4c2,Lingwistyczna Szkoła Wyższa w Warszawie,438,540,87,,,
dc6549a6-0a9e-4dc3-831c-451447b68c58,Akademia Handlowa Nauk Stosowanych w Radomiu,2133,2237,2338,2273,2240,2139
96c79196-1b58-4e85-88ce-1bf80ca9e2a4,Warszawska Szkoła Zarządzania - Szkoła Wyższa w Warszawie,1034,1072,1050,929,881,832
50a2a69c-e27d-45d9-98bf-8eef20cdc2e6,Europejska Uczelnia Nauk Medycznych i Społecznych,29,2,11,2,29,2
336f05cc-b615-4f3c-94b2-65abc7f54264,Uniwersytet Andrzeja Frycza Modrzewskiego w Krakowie,7518,8001,8384,8373,8482,8044
aad4ac1c-4de1-456f-a31d-1c29dc994385,Uczelnia Biznesu i Nauk Stosowanych „Varsovia”,1412,3892,8259,11984,25211,18617
3b58b562-f989-497c-a844-2a893fb99609,Akademia Nauk Stosowanych im. Hipolita Cegielskiego w Gnieźnie Uczelnia Państwowa,444,504,476,417,430,533
29483405-4eba-4db1-b6c9-321ff370bdf9,Uniwersytet WSB Merito w Gdańsku,14130,15299,16789,17433,17542,18515
90296486-2c11-4d4f-9cef-2edcebdf5b39,Wyższa Szkoła Bezpieczeństwa w Poznaniu,2661,2776,3051,2976,2973,2569
91ab4da1-a170-40fc-a351-2339b7ef3899,Akademia Muzyczna im. Stanisława Moniuszki w Gdańsku,637,639,579,588,592,612
0bdc78e2-3f99-49ee-ab6c-d9fadf38c0f1,Gdańska Szkoła Wyższa z siedzibą w Gdańsku,1474,1508,1302,1160,831,109
6686f0d1-2ab7-4818-a95a-10df0bbc43a4,Wyższa Szkoła Sztuki i Projektowania w Łodzi,49,92,159,219,180,172
44ad4a23-e9de-4d11-b9b9-5712cd8cd9a1,"Wyższa Szkoła Zdrowia, Urody i Edukacji w Poznaniu",1248,1359,1234,967,792,707
4ce4af4f-a58e-46de-8243-ac4784268aec,"Wyższa Szkoła Biznesu, Mediów i Reklamy",197,248,321,375,406,355
f8be4ace-1c15-47ce-964a-bca3e85d2da6,Akademia Nauk Stosowanych Gospodarki Krajowej w Kutnie,880,850,860,871,851,986
71240695-c0d4-48f6-b789-99ded7500424,Państwowa Akademia Nauk Stosowanych im. ks. Bronisława Markiewicza w Jarosławiu,2379,2433,2556,2435,2453,2400
f6b768ca-d784-43db-a697-fcf0851d71da,Wyższa Szkoła Hotelarstwa i Gastronomii w Poznaniu w restrukturyzacji,687,579,415,320,233,203
f1316179-e357-4607-97da-024972e0194f,Wyższa Szkoła Społeczno-Ekonomiczna w Gdańsku z siedzibą w Gdańsku,270,488,465,567,415,255
337ae4a1-4e95-456f-bc53-d8d54b952a53,Politechnika Lubelska,7709,7772,7480,7124,6721,6588
4afc0cae-5fd7-491c-a6e5-5e0874dea809,Międzynarodowa Wyższa Szkoła Logistyki i Transportu we Wrocławiu,1594,1581,1651,1790,1595,1335
1cb32064-70d2-4de8-b43f-8e67b8a4286b,Akademia Finansów i Biznesu Vistula,5993,7338,9156,10554,10798,12070
733092cb-1380-49a0-b352-0fe32fed6464,Wszechnica Świętokrzyska w likwidacji,377,228,132,74,,
669fee72-713b-4509-99a3-81f522cb7159,Akademia Humanistyczno-Ekonomiczna w Łodzi,5494,6800,8345,8112,9018,9092
e6ca39d1-feb1-42d3-8722-a361a8bd83b5,Akademia Techniczno-Artystyczna Nauk Stosowanych w Warszawie,2864,3047,3175,3084,2796,2865
c1ace867-f745-40ef-a300-04f736b3372c,Uniwersytet Wrocławski,23297,23033,21819,21130,20155,20167
04496ff8-47c8-4c64-af60-278a7de9d867,Akademia Wychowania Fizycznego im. Polskich Olimpijczyków we Wrocławiu,3220,3222,3084,2878,2935,3119
99d58c47-a87e-4f81-a35e-fa050452a120,Kaszubsko-Pomorska Szkoła Wyższa w Wejherowie,152,318,501,674,743,743
64a24d7d-5536-4432-acdb-c97d185dd5d2,Wyższa Szkoła Ekonomiczno-Humanistyczna w Bielsku-Białej,374,367,329,289,202,167
7a7e1b21-0684-43f6-a0d6-5404df34ac74,Politechnika Krakowska im. Tadeusza Kościuszki,12863,13082,12894,12201,11733,11279
